name,company,year_num,car_age,price,kms_driven_num,fuel_type,price_segment,kms_segment,has_price
Maruti Suzuki Maruti 800 Std,Maruti,2003,23,57000,56758,Petrol,0-100k,50k-100k,True
Renault Kwid 1.0 RXT AMT,Renault,2018,8,349999,10000,Petrol,300k-500k,0-25k,True
Renault Lodgy 85 PS RXL,Renault,2018,8,689999,20000,Diesel,500k-800k,0-25k,True
Renault Scala RxL Diesel,Renault,2014,12,349999,49000,Diesel,300k-500k,25k-50k,True
Hyundai Grand i10 Asta 1.2 Kappa VTVT O,Hyundai,2014,12,410000,41000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,15,225000,45000,Petrol,100k-300k,25k-50k,True
Chevrolet Beat LS Petrol,Chevrolet,2010,16,120000,43000,Petrol,100k-300k,25k-50k,True
Tata Indigo eCS LX TDI BS III,Tata,2016,10,320000,175430,Diesel,300k-500k,100k+,True
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2000,26,59000,56450,Petrol,0-100k,50k-100k,True
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2015,11,540000,38000,Diesel,500k-800k,25k-50k,True
Chevrolet Beat LS Petrol,Chevrolet,2010,16,80000,56000,Petrol,0-100k,50k-100k,True
Mahindra Quanto C8,Mahindra,2013,13,340000,37000,Diesel,300k-500k,25k-50k,True
Fiat Petra ELX 1.2 PS,Fiat,2008,18,75000,65000,Petrol,0-100k,50k-100k,True
Chevrolet Beat LS Petrol,Chevrolet,2015,11,220000,32700,Petrol,100k-300k,25k-50k,True
Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,15,159500,38200,Diesel,100k-300k,25k-50k,True
Ford EcoSport Titanium 1.5L TDCi,Ford,2016,10,599000,30000,Diesel,500k-800k,25k-50k,True
Hyundai Accent GLX,Hyundai,2006,20,80000,56000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Swift LDi,Maruti,2010,16,,52000,Diesel,No price,50k-100k,False
Mahindra TUV300 T4 Plus,Mahindra,2016,10,675000,9000,Diesel,500k-800k,0-25k,True
Mini Cooper S 1.6,Mini,2013,13,1891111,13000,Petrol,800k+,0-25k,True
Mini Cooper S 1.6,Mini,2013,13,1891111,13000,Petrol,800k+,0-25k,True
Tata Indica V2 Xeta e GLE,Tata,2008,18,150000,11000,Petrol,100k-300k,0-25k,True
Mini Cooper S,Mini,2013,13,1891111,13000,Petrol,800k+,0-25k,True
Tata Indigo CS LS DiCOR,Tata,2009,17,72500,46000,Diesel,0-100k,25k-50k,True
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2019,7,610000,73,Petrol,500k-800k,0-25k,True
Mahindra Scorpio VLX Special Edition BS III,Mahindra,2004,22,230000,160000,Diesel,100k-300k,100k+,True
Tata Indica eV2 LS,Tata,2017,9,,84000,Diesel,No price,50k-100k,False
Honda Accord,Honda,2009,17,175000,58559,Petrol,100k-300k,50k-100k,True
Mahindra Scorpio S4,Mahindra,2015,11,855000,30000,Diesel,800k+,25k-50k,True
Chevrolet Tavera Neo,Chevrolet,2013,13,375000,55000,Diesel,300k-500k,50k-100k,True
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,12,520000,57000,Diesel,500k-800k,50k-100k,True
Maruti Suzuki Ertiga,Maruti,2015,11,524999,50000,Diesel,500k-800k,50k-100k,True
Honda Amaze,Honda,2014,12,299999,37000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Dzire,Maruti,2012,14,299999,40000,Petrol,100k-300k,25k-50k,True
Honda City,Honda,2011,15,284999,55000,Petrol,100k-300k,50k-100k,True
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,19,220000,170000,Diesel,100k-300k,100k+,True
Maruti Suzuki Dzire,Maruti,2014,12,424999,55000,Diesel,300k-500k,50k-100k,True
Honda City,Honda,2015,11,644999,39000,Petrol,500k-800k,25k-50k,True
Honda Mobilio,Honda,2014,12,399999,44000,Petrol,300k-500k,25k-50k,True
Toyota Corolla Altis,Toyota,2009,17,199999,65000,Petrol,100k-300k,50k-100k,True
Honda City,Honda,2014,12,584999,39000,Petrol,500k-800k,25k-50k,True
Skoda Laura,Skoda,2012,14,349999,44000,Diesel,300k-500k,25k-50k,True
Renault Duster,Renault,2015,11,449999,49000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Ertiga,Maruti,2018,8,799999,9000,Diesel,500k-800k,0-25k,True
Maruti Suzuki Dzire,Maruti,2015,11,444999,45000,Diesel,300k-500k,25k-50k,True
Mahindra XUV500,Mahindra,2014,12,649999,47000,Diesel,500k-800k,25k-50k,True
Hyundai Verna Fluidic,Hyundai,2012,14,444999,40000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Vitara Brezza,Maruti,2016,10,689999,29000,Diesel,500k-800k,25k-50k,True
Maruti Suzuki Wagon R,Maruti,2016,10,344999,15000,Petrol,300k-500k,0-25k,True
Mahindra Scorpio,Mahindra,2015,11,944999,45000,Diesel,800k+,25k-50k,True
Honda Amaze,Honda,2014,12,274999,35000,Petrol,100k-300k,25k-50k,True
Mahindra XUV500,Mahindra,2013,13,689999,80000,Diesel,500k-800k,50k-100k,True
Mahindra Scorpio,Mahindra,2013,13,574999,68000,Diesel,500k-800k,50k-100k,True
Skoda Laura,Skoda,2013,13,374999,50000,Diesel,300k-500k,50k-100k,True
Volkswagen Polo,Volkswagen,2010,16,199999,60000,Diesel,100k-300k,50k-100k,True
Hyundai Elite i20,Hyundai,2016,10,549999,9000,Petrol,500k-800k,0-25k,True
Tata Manza Aura Quadrajet,Tata,2012,14,130000,72000,Diesel,100k-300k,50k-100k,True
Chevrolet Sail UVA Petrol LT ABS,Chevrolet,2013,13,210000,60000,Petrol,100k-300k,50k-100k,True
Renault Duster 110 PS RxZ Diesel Plus,Renault,2012,14,501000,38000,Diesel,500k-800k,25k-50k,True
Hyundai Verna Fluidic 1.6 VTVT SX,Hyundai,2013,13,401000,45000,Diesel,300k-500k,25k-50k,True
Audi A4 2.0 TDI 177bhp Premium,Audi,2012,14,1350000,40000,Diesel,800k+,25k-50k,True
Hyundai Elantra SX,Hyundai,2013,13,600000,20000,Petrol,500k-800k,0-25k,True
Mahindra Scorpio VLX 4WD Airbag,Mahindra,2013,13,610000,35000,Diesel,500k-800k,25k-50k,True
Mahindra KUV100 K8 D 6 STR,Mahindra,2016,10,400000,20000,Diesel,300k-500k,0-25k,True
Renault Scala RxL Diesel Travelogue,Renault,2015,11,375000,25000,Diesel,300k-500k,25k-50k,True
Mahindra Quanto C8,Mahindra,2013,13,375000,20000,Diesel,300k-500k,0-25k,True
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,12,365000,20000,Petrol,300k-500k,0-25k,True
Hyundai i20 Active 1.2 SX,Hyundai,2015,11,500000,18000,Petrol,500k-800k,0-25k,True
Mahindra Xylo E4,Mahindra,2012,14,400000,35000,Diesel,300k-500k,25k-50k,True
Hyundai Grand i10,Hyundai,2017,9,524999,6821,Petrol,500k-800k,0-25k,True
Hyundai i20,Hyundai,2014,12,449999,23000,Petrol,300k-500k,0-25k,True
Hyundai Eon,Hyundai,2014,12,174999,14000,Petrol,100k-300k,0-25k,True
Hyundai i10,Hyundai,2012,14,244999,38000,Petrol,100k-300k,25k-50k,True
Hyundai i20 Active,Hyundai,2015,11,574999,35000,Diesel,500k-800k,25k-50k,True
Datsun Redi GO,Datsun,2017,9,244999,22000,Petrol,100k-300k,0-25k,True
Toyota Etios Liva,Toyota,2011,15,239999,41000,Petrol,100k-300k,25k-50k,True
Hyundai Accent,Hyundai,2010,16,99999,45000,Petrol,0-100k,25k-50k,True
Hyundai Verna,Hyundai,2014,12,489999,44000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Swift,Maruti,2013,13,324999,45000,Diesel,300k-500k,25k-50k,True
Toyota Fortuner,Toyota,2011,15,1074999,52000,Diesel,800k+,50k-100k,True
Hyundai i10 Sportz,Hyundai,2012,14,230000,34000,Petrol,100k-300k,25k-50k,True
Mahindra Bolero Power Plus SLE,Mahindra,2018,8,699000,1800,Diesel,500k-800k,0-25k,True
Mahindra XUV500,Mahindra,2015,11,1000000,15000,Diesel,800k+,0-25k,True
Honda City 1.5 V MT Exclusive,Honda,2010,16,240000,400000,Petrol,100k-300k,100k+,True
Chevrolet Spark LT 1.0 Airbag,Chevrolet,2009,17,110000,44000,Petrol,100k-300k,25k-50k,True
Mahindra Jeep MM 550 XDB,Mahindra,2019,7,390000,60,Diesel,300k-500k,0-25k,True
Renault Duster 110PS Diesel RxZ,Renault,2012,14,501000,35000,Diesel,500k-800k,25k-50k,True
Mahindra XUV500,Mahindra,2016,10,1130000,72000,Diesel,800k+,50k-100k,True
Tata Indigo eCS VX CR4 BS IV,Tata,2014,12,250000,40000,Diesel,100k-300k,25k-50k,True
Tata Zest 90,Tata,,,,,Unknown,No price,Unknown,False
Mahindra Bolero SLE BS IV,Mahindra,2013,13,330000,80200,Diesel,300k-500k,50k-100k,True
Force Motors Force One LX ABS 7 STR,Force,2015,11,580000,3200,Diesel,500k-800k,0-25k,True
Skoda Rapid Elegance 1.6 TDI CR MT,Skoda,2013,13,340000,48000,Diesel,300k-500k,25k-50k,True
Tata Vista Quadrajet VX,Tata,2011,15,120000,90000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Alto K10 VXi AT,Maruti,2015,11,265000,12000,Petrol,100k-300k,0-25k,True
Maruti Suzuki SX4,Maruti,2012,14,265000,46000,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Zen LXi BS III,Maruti,2003,23,85000,69900,Petrol,0-100k,50k-100k,True
Mahindra Jeep CL550 MDI,Mahindra,2019,7,379000,0,Diesel,300k-500k,0-25k,True
Hyundai i10 Magna 1.2,Hyundai,2011,15,175000,45000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Alto 800,Maruti,2015,11,219000,5000,Petrol,100k-300k,0-25k,True
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2016,10,350000,166000,Diesel,300k-500k,100k+,True
Honda City ZX EXi,Honda,2008,18,149000,42000,Petrol,100k-300k,25k-50k,True
Mahindra Jeep CL550 MDI,Mahindra,2018,8,385000,588,Diesel,300k-500k,0-25k,True
Mahindra Jeep MM 550 XDB,Mahindra,2006,20,425000,122,Diesel,300k-500k,0-25k,True
Chevrolet Beat Diesel,Chevrolet,2017,9,150000,62000,Diesel,100k-300k,50k-100k,True
Honda City 1.5 S MT,Honda,2010,16,225000,70000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Swift Dzire car,Maruti,,,300000,,Unknown,300k-500k,Unknown,True
Hyundai Verna 1.4 VTVT,Hyundai,2014,12,375000,36000,Petrol,300k-500k,25k-50k,True
Toyota Innova 2.5 E MS 7 STR BS IV,Toyota,2012,14,770000,0,Diesel,500k-800k,0-25k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2018,8,,24000,Petrol,No price,0-25k,False
Maruti Suzuki Maruti 800 Std – Befo,Maruti,1995,31,30000,55000,Petrol,0-100k,50k-100k,True
Toyota Etios,Toyota,2011,15,275000,36000,Diesel,100k-300k,25k-50k,True
Volkswagen Polo,Volkswagen,2015,11,330000,38000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Swift,Maruti,2014,12,335000,55000,Diesel,300k-500k,50k-100k,True
Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015,11,450000,20000,Diesel,300k-500k,0-25k,True
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,14,225000,40000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Swift Dzire Tour (Gat,Maruti,,,300000,,Unknown,300k-500k,Unknown,True
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,22,80000,50000,Petrol,0-100k,50k-100k,True
Tata Indigo LX TDI BS III,Tata,2016,10,130000,104000,Diesel,100k-300k,100k+,True
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,15,245000,65000,Diesel,100k-300k,50k-100k,True
Mercedes Benz C Class 200 CDI Classic,Mercedes,2002,24,399000,41000,Petrol,300k-500k,25k-50k,True
Maruti Suzuki Ertiga VDi,Maruti,2013,13,450000,90000,Diesel,300k-500k,50k-100k,True
Honda City,Honda,2000,26,65000,80000,Petrol,0-100k,50k-100k,True
Hyundai Santro Xing GLS,Hyundai,2006,20,75000,46000,Petrol,0-100k,25k-50k,True
Maruti Suzuki Omni Limited Edition,Maruti,2001,25,70000,70000,Petrol,0-100k,50k-100k,True
Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017,9,190000,36469,Diesel,100k-300k,25k-50k,True
Hyundai Elite i20 Sportz 1.2,Hyundai,2018,8,600000,7800,Petrol,500k-800k,0-25k,True
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,15,245000,65000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Alto 800 Lxi,Maruti,2017,9,240000,60000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Alto LXi BS III,Maruti,2011,15,155000,32000,Petrol,100k-300k,25k-50k,True
Honda Jazz S MT,Honda,2009,17,169999,24695,Petrol,100k-300k,0-25k,True
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,9,450000,15141,Petrol,300k-500k,0-25k,True
Maruti Suzuki Zen LXi BSII,Maruti,2001,25,40000,40000,Petrol,0-100k,25k-50k,True
Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,14,165000,65000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Alto K10 VXi,Maruti,2014,12,270000,22000,Petrol,100k-300k,0-25k,True
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,10,280000,59910,Diesel,100k-300k,50k-100k,True
Mahindra XUV500 W8,Mahindra,2012,14,560000,100000,Diesel,500k-800k,100k+,True
Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2016,10,950000,25000,Petrol,800k+,25k-50k,True
Hyundai i20 Magna O 1.2,Hyundai,2013,13,310000,35000,Petrol,300k-500k,25k-50k,True
Renault Duster 85 PS RxL Explore LE,Renault,2015,11,715000,65000,Diesel,500k-800k,50k-100k,True
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,12,340000,35000,Petrol,300k-500k,25k-50k,True
Honda Brio V MT,Honda,2012,14,235000,33000,Petrol,100k-300k,25k-50k,True
Mahindra TUV300 T4 Plus,Mahindra,2017,9,610000,68000,Diesel,500k-800k,50k-100k,True
Chevrolet Spark LS 1.0,Chevrolet,2010,16,95000,23000,Petrol,0-100k,0-25k,True
Mahindra TUV300 T8,Mahindra,2018,8,1000000,4500,Diesel,800k+,0-25k,True
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,11,220000,129000,Diesel,100k-300k,100k+,True
Nissan X Trail Select Variant,Nissan,2019,7,1200000,300,Diesel,800k+,0-25k,True
Maruti Suzuki Alto 800 Vxi,Maruti,2015,11,230000,5000,Petrol,100k-300k,0-25k,True
Ford Ikon 1.3 CLXi NXt Finesse,Ford,2001,25,45000,65000,Petrol,0-100k,50k-100k,True
Toyota Fortuner 3.0 4x4 MT,Toyota,2010,16,940000,131000,Diesel,800k+,100k+,True
Tata Manza ELAN Quadrajet,Tata,2010,16,155555,111111,Petrol,100k-300k,100k+,True
Tata zest x,Tata,,,320000,,Unknown,300k-500k,Unknown,True
Mahindra xyl,Mahindra,,,350000,,Unknown,300k-500k,Unknown,True
Mercedes Benz A Class A 180 Sport Petrol,Mercedes,2013,13,1500000,14000,Petrol,800k+,0-25k,True
Chevrolet Beat LS Diesel,Chevrolet,2016,10,210000,22000,Diesel,100k-300k,0-25k,True
Ford EcoSport Trend 1.5L TDCi,Ford,2013,13,495000,38000,Diesel,300k-500k,25k-50k,True
Tata Indigo LS,Tata,2016,10,125000,70000,Diesel,100k-300k,50k-100k,True
Hyundai i20 Magna 1.2,Hyundai,2010,16,195000,36000,Petrol,100k-300k,25k-50k,True
Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015,11,550000,34000,Diesel,500k-800k,25k-50k,True
Renault Kwid RXT,Renault,2015,11,270000,43000,Petrol,100k-300k,25k-50k,True
Ford EcoSport Titanium 1.5L TDCi,Ford,2014,12,500000,40000,Diesel,500k-800k,25k-50k,True
Honda Amaze 1.5 E i DTEC,Honda,2016,10,240000,160000,Diesel,100k-300k,100k+,True
Hyundai Verna 1.6 EX VTVT,Hyundai,2017,9,800000,12000,Petrol,800k+,0-25k,True
BMW 5 Series 520d Sedan,BMW,2011,15,1299000,49000,Diesel,800k+,25k-50k,True
Skoda Superb 1.8 TFSI AT,Skoda,2011,15,530000,68000,Petrol,500k-800k,50k-100k,True
Audi Q3 2.0 TDI quattro Premium,Audi,2013,13,1499000,37000,Diesel,800k+,25k-50k,True
Mahindra Bolero DI BSII,Mahindra,2012,14,220000,59466,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2011,15,,16000,Petrol,No price,0-25k,False
Mahindra Scorpio S10,Mahindra,2015,11,900000,97200,Diesel,800k+,50k-100k,True
Ford Figo Duratorq Diesel Titanium 1.4,Ford,2012,14,250000,99000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,8,395000,25500,Petrol,300k-500k,25k-50k,True
Mahindra Logan Diesel 1.5 DLS,Mahindra,2009,17,130000,66000,Petrol,100k-300k,50k-100k,True
Tata Nano GenX XMA,Tata,2010,16,32000,44005,Petrol,0-100k,25k-50k,True
Mahindra TUV300 T4 Plus,Mahindra,2016,10,540000,35000,Diesel,500k-800k,25k-50k,True
Mahindra TUV300 T4 Plus,Mahindra,2016,10,540000,35000,Diesel,500k-800k,25k-50k,True
Hyundai Elite i20 Magna 1.2,Hyundai,2015,11,405000,28000,Petrol,300k-500k,25k-50k,True
Hyundai Elite i20 Magna 1.2,Hyundai,2015,11,400000,30000,Petrol,300k-500k,25k-50k,True
Honda City SV,Honda,2017,9,760000,4000,Petrol,500k-800k,0-25k,True
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,10,500000,28000,Petrol,500k-800k,25k-50k,True
Ford Figo Petrol LXI,Ford,2011,15,175000,75000,Petrol,100k-300k,50k-100k,True
Mahindra Scorpio S10,Mahindra,2015,11,900000,97200,Diesel,800k+,50k-100k,True
Honda City,Honda,2017,9,750000,3000,Petrol,500k-800k,0-25k,True
Hyundai Elite i20 Magna 1.2,Hyundai,2015,11,419000,20000,Petrol,300k-500k,0-25k,True
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,22,90000,50000,Petrol,0-100k,50k-100k,True
Hyundai Eon Era Plus,Hyundai,2018,8,140000,2110,Petrol,100k-300k,0-25k,True
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,11,1540000,43222,Petrol,800k+,25k-50k,True
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,18,275000,100200,Petrol,100k-300k,100k+,True
Toyota Corolla H2,Toyota,2003,23,150000,100000,Petrol,100k-300k,100k+,True
Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,15,230000,65,Petrol,100k-300k,0-25k,True
Tata Indigo CS eLS BS IV,Tata,2015,11,123000,100000,Diesel,100k-300k,100k+,True
Mahindra Scorpio S10,Mahindra,2015,11,900000,97200,Diesel,800k+,50k-100k,True
Mahindra Scorpio S10,Mahindra,2015,11,900000,97200,Diesel,800k+,50k-100k,True
Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,10,300000,140000,Diesel,300k-500k,100k+,True
Honda City,Honda,2015,11,499999,55000,Petrol,300k-500k,50k-100k,True
Hyundai Accent Executive Edition,Hyundai,2009,17,165000,48000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,10,498000,22000,Petrol,300k-500k,0-25k,True
Tata Zest XE 75 PS Diesel,Tata,2018,8,480000,103553,Diesel,300k-500k,100k+,True
Maruti Suzuki Dzire LDI,Maruti,2017,9,488000,80000,Diesel,300k-500k,50k-100k,True
Tata Sumo Gold LX BS IV,Tata,2014,12,250000,99000,Diesel,100k-300k,50k-100k,True
Toyota Corolla Altis GL Petrol,Toyota,2010,16,220000,58000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Eeco 7 STR,Maruti,2013,13,290000,70000,LPG,100k-300k,50k-100k,True
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,11,1525000,120000,Diesel,800k+,100k+,True
Mahindra XUV500 W6,Mahindra,2013,13,548900,49800,Diesel,500k-800k,25k-50k,True
Tata Tigor Revotron XZ,Tata,2019,7,650000,100,Diesel,500k-800k,0-25k,True
Maruti Suzuki 800,Maruti,2001,25,55000,81876,Petrol,0-100k,50k-100k,True
Maruti Suzuki Ertiga Vxi,Maruti,2015,11,550000,75000,Petrol,500k-800k,50k-100k,True
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,22,90000,50000,Petrol,0-100k,50k-100k,True
Honda Mobilio S i DTEC,Honda,2014,12,399000,44000,Diesel,300k-500k,25k-50k,True
Maruti Suzuki Ertiga,Maruti,2016,10,730000,55000,Diesel,500k-800k,50k-100k,True
Maruti Suzuki Vitara Brezza,Maruti,2017,9,725000,36000,Diesel,500k-800k,25k-50k,True
Hyundai Verna 1.6 CRDI E,Hyundai,2016,10,195000,56000,Diesel,100k-300k,50k-100k,True
Maruti Suzuki Swift VXI BSIII,Maruti,2007,19,130000,62000,Petrol,100k-300k,50k-100k,True
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,11,1525000,120000,Diesel,800k+,100k+,True
Maruti Suzuki Omni Select Variant,Maruti,2014,12,190000,6020,Petrol,100k-300k,0-25k,True
Honda Amaze,Honda,2013,13,250000,55700,Diesel,100k-300k,50k-100k,True
Tata Indica,Tata,2005,21,80000,42000,Petrol,0-100k,25k-50k,True
Hyundai Santro Xing,Hyundai,2003,23,120000,50000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Zen Estilo,Maruti,2010,16,149000,35000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,12,250000,18500,Petrol,100k-300k,0-25k,True
Maruti Suzuki Wagon R,Maruti,2007,19,120000,7000,Petrol,100k-300k,0-25k,True
Honda Brio VX AT,Honda,2017,9,450000,11000,Petrol,300k-500k,0-25k,True
Hyundai Xcent Base 1.1 CRDi,Hyundai,2015,11,,180000,Diesel,No price,100k+,False
Maruti Suzuki Zen LXi BSII,Maruti,2003,23,99999,53000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,18,135000,23000,Petrol,100k-300k,0-25k,True
Maruti Suzuki Wagon R Select Variant,Maruti,2016,10,225000,35500,Diesel,100k-300k,25k-50k,True
Maruti Suzuki Alto LXi BS III,Maruti,2010,16,99000,22134,Petrol,0-100k,0-25k,True
Renault Kwid RXT,Renault,2019,7,370000,1000,Petrol,300k-500k,0-25k,True
Tata Nano Lx BSIV,Tata,2010,16,52000,9000,Petrol,0-100k,0-25k,True
Jaguar XE XE Portfolio,Jaguar,2016,10,2800000,8500,Petrol,800k+,0-25k,True
Hyundai Xcent S 1.2,Hyundai,2015,11,,35000,Petrol,No price,25k-50k,False
Hyundai Eon Magna Plus,Hyundai,2014,12,190000,35000,Petrol,100k-300k,25k-50k,True
Honda City 1.5 S MT,Honda,2014,12,499000,22000,Petrol,300k-500k,0-25k,True
Hindustan Motors Ambassador,Hindustan,2002,24,90000,25000,Diesel,0-100k,25k-50k,True
Maruti Suzuki Ritz GENUS VXI,Maruti,2010,16,149000,40000,Petrol,100k-300k,25k-50k,True
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,9,400000,20000,Petrol,300k-500k,0-25k,True
Hyundai Eon D Lite Plus,Hyundai,2016,10,120000,87000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,11,250000,55000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,9,375000,23000,Petrol,300k-500k,0-25k,True
Honda Amaze 1.2 VX i VTEC,Honda,2014,12,381000,6000,Petrol,300k-500k,0-25k,True
Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,13,180000,65000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,10,580000,25000,Diesel,500k-800k,25k-50k,True
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,11,278000,39000,Petrol,100k-300k,25k-50k,True
Toyota Innova 2.0 V,Toyota,2009,17,,15574,Diesel,No price,0-25k,False
Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,10,1000000,8000,Petrol,800k+,0-25k,True
Mahindra Scorpio Vlx BSIV,Mahindra,2013,13,690000,75000,Diesel,500k-800k,50k-100k,True
Maruti Suzuki Ertiga VDi,Maruti,2012,14,480000,51000,Diesel,300k-500k,50k-100k,True
Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,20,85000,50000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Maruti 800 AC,Maruti,2001,25,40000,75000,Petrol,0-100k,50k-100k,True
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,11,90000,55800,Petrol,0-100k,50k-100k,True
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,11,340000,53000,Petrol,300k-500k,50k-100k,True
Hyundai Eon D Lite Plus,Hyundai,2018,8,260000,25000,Petrol,100k-300k,25k-50k,True
Ford Fiesta SXi 1.6 ABS,Ford,2009,17,250000,56400,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Ritz VDi,Maruti,2010,16,180000,72160,Diesel,100k-300k,50k-100k,True
Hyundai Verna Fluidic New,Hyundai,2012,14,350000,10000,Diesel,300k-500k,0-25k,True
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,20,90001,48000,Petrol,0-100k,25k-50k,True
Maruti Suzuki Estilo LX BS IV,Maruti,2007,19,115000,36000,Petrol,100k-300k,25k-50k,True
Audi A6 2.0 TDI Premium,Audi,2012,14,1599000,11500,Diesel,800k+,0-25k,True
Maruti Suzuki Wagon R LXi BS III,Maruti,2003,23,130000,133000,Petrol,100k-300k,100k+,True
Maruti Suzuki Wagon R,Maruti,2009,17,159000,27000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Wagon R,Maruti,2009,17,160000,35000,Petrol,100k-300k,25k-50k,True
Maruti Suzuki Alto,Maruti,2010,16,110000,55000,Petrol,100k-300k,50k-100k,True
Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,10,425000,40000,Petrol,300k-500k,25k-50k,True
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,7,900000,2000,Petrol,800k+,0-25k,True
Maruti Suzuki Swift GLAM,Maruti,2009,17,150000,45000,Petrol,100k-300k,25k-50k,True
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,17,110000,20000,Petrol,100k-300k,0-25k,True
Hyundai Santro,Hyundai,2000,26,51999,88000,Petrol,0-100k,50k-100k,True
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,17,115000,20000,Petrol,100k-300k,0-25k,True
Chevrolet Beat PS Diesel,Chevrolet,2012,14,215000,65422,Diesel,100k-300k,50k-100k,True
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,9,580000,10000,Petrol,500k-800k,0-25k,True
Maruti Suzuki Dzire ZXI,Maruti,2013,13,380000,35000,Petrol,300k-500k,25k-50k,True
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,13,350000,117000,Diesel,300k-500k,100k+,True
Tata Indica V2 DLG,Tata,2005,21,35000,150000,Diesel,0-100k,100k+,True
